L1_ItemNumber,L1_ItemDescription,L1_ItemType,L1_LotNumber,L1_Job,L1_JobStatus,L2_Quantity,L2_ItemNumber,L2_ItemDescription,L2_ItemType,L2_LotNumber,L2_Job,L2_JobStatus,L3_Quantity,L3_ItemNumber,L3_ItemDescription,L3_ItemType,L3_LotNumber,L3_Job,L3_JobStatus,L4_Quantity,L4_ItemNumber,L4_ItemDescription,L4_ItemType,L4_LotNumber,L4_Job,L4_JobStatus,L5_Quantity,L5_ItemNumber,L5_ItemDescription,L5_ItemType,L5_LotNumber
VG5951YMIZ,Phalacrocorax carbo,Finished Good,3PI6D8D,3PI6D8D,Complete,31,IN009KUD12,Francolinus swainsonii,Sub Assembly,G246H6E,J1FFH8E,Unreleased,47,HE967K2P62,Felis wiedi or Leopardus weidi,Sub Assembly,J1FFH8E,W2WUWWJ,Closed,73,YO113PZZXJ,Ciconia episcopus,Sub Assembly,W2WUWWJ,HQLMQTR,Unreleased,0,FK409YYNWZ,Erinaceus frontalis,Raw Material,HQLMQTR
UL669134MZ,unavailable,Finished Good,0VSFWS7,0VSFWS7,Released,98,GV32235T5I,Helogale undulata,Sub Assembly,2X99KDN,PIUZ671,Released,42,UC95605J9C,Macropus robustus,Sub Assembly,PIUZ671,8RHW4H8,Unreleased,2,SV498JNP9L,Vombatus ursinus,Sub Assembly,8RHW4H8,4FRE6ZB,Complete,77,CB1157KTS5,Lamprotornis superbus,Raw Material,4FRE6ZB
IZ767GIG18,Eunectes sp.,Finished Good,1JUDV7W,1JUDV7W,Unreleased,27,UJ1902SZ74,Sula nebouxii,Sub Assembly,W1SFQVD,5OXX9EF,Complete,58,JU321C82FC,Pycnonotus barbatus,Sub Assembly,5OXX9EF,K40XEE8,Closed,46,NE275JOINQ,Naja sp.,Sub Assembly,K40XEE8,CG5RG04,Closed,89,EE159Y7P41,Ciconia episcopus,Raw Material,CG5RG04
XX842ECD1B,Eumetopias jubatus,Finished Good,0WJHQV9,0WJHQV9,Closed,79,AT0971JPEB,Ramphastos tucanus,Sub Assembly,33DR4PI,650FOV3,Closed,53,ET674G0JJH,Casmerodius albus,Sub Assembly,650FOV3,NTT6QYC,Unreleased,72,JB326U2NS5,Calyptorhynchus magnificus,Sub Assembly,NTT6QYC,T2PXLLE,Closed,58,KP358YKFKE,Colobus guerza,Raw Material,T2PXLLE
MZ441ELE73,Ardea golieth,Finished Good,309CNLC,309CNLC,Complete,42,ZO213ADVAL,Eubalaena australis,Sub Assembly,T9BMRZS,U1G12XK,Unreleased,61,QW9998X5WK,Myotis lucifugus,Sub Assembly,U1G12XK,HEPHBLM,Unreleased,70,PC749PGY7S,Varanus salvator,Sub Assembly,HEPHBLM,PGRN66Z,Complete,32,NK5261Y8XG,Stenella coeruleoalba,Raw Material,PGRN66Z
ItemNumber,ItemDescription,Finished Good,GZW69L2,GZW69L2,Closed,17,FU119WGN5I,Cynictis penicillata,Sub Assembly,YTCHS7G,7NZWL8Z,Unreleased,77,TK143QJ0LV,Trachyphonus vaillantii,Sub Assembly,7NZWL8Z,5RYHN69,Closed,85,BC766JEI7N,Nasua nasua,Sub Assembly,5RYHN69,YEQ7BP9,Released,43,JU683NUHDE,Macaca radiata,Raw Material,YEQ7BP9
UL669134MZ,unavailable,Finished Good,FNPW2PV,FNPW2PV,Closed,24,GN1077TGK9,Boa constrictor mexicana,Sub Assembly,SZU9U5C,DTBGDCP,Closed,10,UA700ZHN5F,Buteo regalis,Sub Assembly,DTBGDCP,15NFY2J,Complete,14,ID789KWZ0Y,Anthropoides paradisea,Sub Assembly,15NFY2J,7MWQKQL,Complete,18,DA594AJTHH,Larus fuliginosus,Raw Material,7MWQKQL
IZ767GIG18,Eunectes sp.,Finished Good,E21NIMP,E21NIMP,Unreleased,13,NL479YC3PM,Macropus agilis,Sub Assembly,CAZSOY4,MH9IQVW,Complete,42,TR202OHRJ8,Zosterops pallidus,Sub Assembly,MH9IQVW,H9IU22E,Closed,74,HW991WJL7F,Phasianus colchicus,Sub Assembly,H9IU22E,D15ANEO,Released,31,BJ542U20MJ,Ara ararauna,Raw Material,D15ANEO
XX842ECD1B,Eumetopias jubatus,Finished Good,CDK7QMS,CDK7QMS,Complete,70,IX83928QKZ,Genetta genetta,Sub Assembly,GOHB8NG,706LOH2,Closed,21,RY8076ADQX,Laniarius ferrugineus,Sub Assembly,706LOH2,G24S10F,Complete,75,DN461YHLB3,Myotis lucifugus,Sub Assembly,G24S10F,EOODVKO,Released,18,JO3029MMBP,Grus canadensis,Raw Material,EOODVKO
MZ441ELE73,Ardea golieth,Finished Good,4X8CAL9,4X8CAL9,Complete,23,MU581HY914,Cereopsis novaehollandiae,Sub Assembly,V6OA30N,TAW39WP,Released,57,ZF254JDBWA,Papio cynocephalus,Sub Assembly,TAW39WP,7QSIPEH,Unreleased,54,WD84045RY5,Pavo cristatus,Sub Assembly,7QSIPEH,D8DLDXR,Complete,33,SL3107H1HU,Ciconia episcopus,Raw Material,D8DLDXR
VG5951YMIZ,Phalacrocorax carbo,Finished Good,NTP1JDA,NTP1JDA,Complete,34,ZT17074KDS,Neophron percnopterus,Sub Assembly,48ND9VR,584O6PU,Closed,72,HT187TM346,Melophus lathami,Sub Assembly,584O6PU,3PXAN1Z,Released,49,YV401RBLIV,Naja nivea,Sub Assembly,3PXAN1Z,HLGTMOF,Closed,55,OF021YHE8M,Equus burchelli,Raw Material,HLGTMOF
UL669134MZ,unavailable,Finished Good,Y7OXHZ4,Y7OXHZ4,Complete,72,HI221W99HA,Manouria emys,Sub Assembly,DRL1BU4,VIO4D1K,Closed,6,AN106VMB9Z,Meleagris gallopavo,Sub Assembly,VIO4D1K,YUW6G0P,Unreleased,16,CM8676IOLV,Sylvicapra grimma,Sub Assembly,YUW6G0P,GYHGIYE,Closed,8,GI289H3HHS,Colobus guerza,Raw Material,GYHGIYE
IZ767GIG18,Eunectes sp.,Finished Good,D9LEDU0,D9LEDU0,Complete,9,TW138D0O1G,Toxostoma curvirostre,Sub Assembly,SYV7HVG,B590MHU,Closed,9,FF3610NQ0W,Actophilornis africanus,Sub Assembly,B590MHU,7TVVZ9M,Released,100,QB1164GSNA,unavailable,Sub Assembly,7TVVZ9M,ELVJQ9P,Unreleased,75,FT968NY6Q5,Conolophus subcristatus,Raw Material,ELVJQ9P
XX842ECD1B,Eumetopias jubatus,Finished Good,L8ONK6W,L8ONK6W,Complete,47,AN397S5RSI,Phalaropus fulicarius,Sub Assembly,ULZ7RGE,9QNC9XH,Unreleased,60,BS508XXHRD,Spermophilus richardsonii,Sub Assembly,9QNC9XH,2X1LN60,Unreleased,88,HC267PP39I,Caiman crocodilus,Sub Assembly,2X1LN60,TS957J0,Unreleased,55,CC3282PJ8C,Irania gutteralis,Raw Material,TS957J0
MZ441ELE73,Ardea golieth,Finished Good,OHA9444,OHA9444,Closed,38,QV741IG248,Haliaetus vocifer,Sub Assembly,UHAVZ08,CDW215F,Closed,74,EU290A8ENU,Ovis ammon,Sub Assembly,CDW215F,TNPVYLW,Released,85,CQ728WN8IA,Paraxerus cepapi,Sub Assembly,TNPVYLW,JIUWQMR,Released,90,MP7651RNGA,Paradoxurus hermaphroditus,Raw Material,JIUWQMR
VG5951YMIZ,Phalacrocorax carbo,Finished Good,3FDYVZA,3FDYVZA,Released,95,IN009KUD12,Francolinus swainsonii,Sub Assembly,DJWN8YU,PQYFCCX,Unreleased,64,ES187TFWQ2,Tursiops truncatus,Sub Assembly,PQYFCCX,ULZK6I7,Released,8,OZ317B65IR,Lemur fulvus,Sub Assembly,ULZK6I7,SOOSTY3,Complete,54,RM9813MX8A,Choriotis kori,Raw Material,SOOSTY3
UL669134MZ,unavailable,Finished Good,4CQ4BGD,4CQ4BGD,Closed,5,GV32235T5I,Helogale undulata,Sub Assembly,NDAWHZR,ZF6DB9D,Unreleased,71,JZ187GWLN4,Terrapene carolina,Sub Assembly,ZF6DB9D,QOQ5H66,Unreleased,34,PF066W68EV,Ursus americanus,Sub Assembly,QOQ5H66,Z8ABS9C,Closed,99,XA622793LV,Ardea golieth,Raw Material,Z8ABS9C
IZ767GIG18,Eunectes sp.,Finished Good,DVPIBKI,DVPIBKI,Closed,9,UJ1902SZ74,Sula nebouxii,Sub Assembly,SODYLI9,HP5GAFL,Closed,98,JW592Q3SL6,Capreolus capreolus,Sub Assembly,HP5GAFL,VRMHXNU,Closed,12,ZX379Y4EFS,Libellula quadrimaculata,Sub Assembly,VRMHXNU,E6X10SH,Closed,10,YD411C0QZJ,Graspus graspus,Raw Material,E6X10SH
XX842ECD1B,Eumetopias jubatus,Finished Good,30RFZV3,30RFZV3,Complete,34,AT0971JPEB,Ramphastos tucanus,Sub Assembly,T7ZMEM7,31JJY10,Unreleased,92,FH43868JVJ,Phasianus colchicus,Sub Assembly,31JJY10,YJHA5M4,Complete,78,QN363KMOZL,Cebus nigrivittatus,Sub Assembly,YJHA5M4,DXYACM4,Closed,7,EA490FXMQW,Phalaropus lobatus,Raw Material,DXYACM4
MZ441ELE73,Ardea golieth,Finished Good,6QHDB8M,6QHDB8M,Complete,1,ZO213ADVAL,Eubalaena australis,Sub Assembly,HSRP2ZE,KUVNKQY,Released,45,SU2488GBJT,Ursus arctos,Sub Assembly,KUVNKQY,F65QH0E,Complete,29,SC827Z8CCC,Ctenophorus ornatus,Sub Assembly,F65QH0E,4UQ52GO,Unreleased,8,TM565RE3Z3,Equus burchelli,Raw Material,4UQ52GO
ItemNumber,ItemDescription,Finished Good,JR6RZDR,JR6RZDR,Released,29,FU119WGN5I,Cynictis penicillata,Sub Assembly,TRQENEF,KE3EOEN,Released,75,ML469SF2K2,Halcyon smyrnesis,Sub Assembly,KE3EOEN,YWMQMRN,Closed,90,ZI907QVAXW,Stenella coeruleoalba,Sub Assembly,YWMQMRN,P6UT0D1,Released,79,YX465JV410,Milvago chimachima,Raw Material,P6UT0D1
UL669134MZ,unavailable,Finished Good,I2HS7TD,I2HS7TD,Unreleased,96,GN1077TGK9,Boa constrictor mexicana,Sub Assembly,8OQDEUG,P6UL25I,Complete,23,PL3630RQA1,Tachybaptus ruficollis,Sub Assembly,P6UL25I,4N72GE1,Released,75,MX173IQHAK,Anitibyx armatus,Sub Assembly,4N72GE1,HH18XM2,Released,92,YK057JIW4L,Colobus guerza,Raw Material,HH18XM2
IZ767GIG18,Eunectes sp.,Finished Good,W2WUWWJ,W2WUWWJ,Complete,25,NL479YC3PM,Macropus agilis,Sub Assembly,HQLMQTR,ZEJ1BLM,Unreleased,41,GK022DF4QW,Lasiodora parahybana,Sub Assembly,ZEJ1BLM,ZTP3KFY,Complete,84,MW8402HQBF,Tayassu tajacu,Sub Assembly,ZTP3KFY,IOTTTJ5,Released,29,NL614QXALC,Carduelis uropygialis,Raw Material,IOTTTJ5
XX842ECD1B,Eumetopias jubatus,Finished Good,8RHW4H8,8RHW4H8,Complete,70,IX83928QKZ,Genetta genetta,Sub Assembly,4FRE6ZB,QI7ASQJ,Complete,23,TT307O6LI0,Certotrichas paena,Sub Assembly,QI7ASQJ,5ZY6396,Complete,99,YB461PZSHO,Gekko gecko,Sub Assembly,5ZY6396,ZIVFG3K,Closed,92,TF9838QZ4M,Ara ararauna,Raw Material,ZIVFG3K
MZ441ELE73,Ardea golieth,Finished Good,K40XEE8,K40XEE8,Released,92,MU581HY914,Cereopsis novaehollandiae,Sub Assembly,CG5RG04,IYPBGKJ,Complete,96,CO124ZSD0O,Spilogale gracilis,Sub Assembly,IYPBGKJ,4PUNUHU,Closed,39,RR7669RZHO,Carduelis uropygialis,Sub Assembly,4PUNUHU,RXF86XP,Closed,45,DJ393AHH6O,Chauna torquata,Raw Material,RXF86XP
VG5951YMIZ,Phalacrocorax carbo,Finished Good,NTT6QYC,NTT6QYC,Unreleased,100,ZT17074KDS,Neophron percnopterus,Sub Assembly,T2PXLLE,RBVUSAY,Closed,71,FC438KLT2J,Pterocles gutturalis,Sub Assembly,RBVUSAY,U3VR6LE,Closed,51,TF7133BDWI,Hippotragus niger,Sub Assembly,U3VR6LE,G9EDV6K,Unreleased,26,SE854AAT2Q,Echimys chrysurus,Raw Material,G9EDV6K
UL669134MZ,unavailable,Finished Good,HEPHBLM,HEPHBLM,Complete,57,HI221W99HA,Manouria emys,Sub Assembly,PGRN66Z,EOJMANM,Complete,36,HP871D4F83,Callipepla gambelii,Sub Assembly,EOJMANM,U4GTUEA,Closed,96,SO715NUEBE,Catharacta skua,Sub Assembly,U4GTUEA,S9HVGXP,Complete,2,IM494SI9SE,Ninox superciliaris,Raw Material,S9HVGXP
IZ767GIG18,Eunectes sp.,Finished Good,5RYHN69,5RYHN69,Released,60,TW138D0O1G,Toxostoma curvirostre,Sub Assembly,YEQ7BP9,QTXT0EQ,Closed,97,ZD552B4JBM,Coluber constrictor foxii,Sub Assembly,QTXT0EQ,M4AM97L,Closed,98,AE370XJTO6,Haematopus ater,Sub Assembly,M4AM97L,8639YC3,Released,98,SU1235LCPV,Chlidonias leucopterus,Raw Material,8639YC3
XX842ECD1B,Eumetopias jubatus,Finished Good,15NFY2J,15NFY2J,Unreleased,56,AN397S5RSI,Phalaropus fulicarius,Sub Assembly,7MWQKQL,TI0YG0S,Closed,91,OJ2250C54Q,Dromaeus novaehollandiae,Sub Assembly,TI0YG0S,6J27TSN,Closed,65,YE8162IPNQ,Passer domesticus,Sub Assembly,6J27TSN,3CDP7UT,Unreleased,58,QE8675LG7K,Ateles paniscus,Raw Material,3CDP7UT
MZ441ELE73,Ardea golieth,Finished Good,H9IU22E,H9IU22E,Released,62,QV741IG248,Haliaetus vocifer,Sub Assembly,D15ANEO,ZNSC7CP,Unreleased,57,OI8633SWUT,Coendou prehensilis,Sub Assembly,ZNSC7CP,39GY6HE,Closed,90,VW9997G749,Pseudoleistes virescens,Sub Assembly,39GY6HE,06OUFGB,Unreleased,36,OM170ENMOP,Cacatua tenuirostris,Raw Material,06OUFGB
VG5951YMIZ,Phalacrocorax carbo,Finished Good,G24S10F,G24S10F,Complete,99,IN009KUD12,Francolinus swainsonii,Sub Assembly,EOODVKO,686CI6M,Unreleased,17,DT520ZOXYB,Macropus eugenii,Sub Assembly,686CI6M,29NFIRL,Closed,14,PU903Z0IKE,Naja haje,Sub Assembly,29NFIRL,BHRICY1,Complete,8,QE6923CVUI,Varanus salvator,Raw Material,BHRICY1
UL669134MZ,unavailable,Finished Good,7QSIPEH,7QSIPEH,Released,79,GV32235T5I,Helogale undulata,Sub Assembly,D8DLDXR,0MIDDS8,Closed,95,RG598ASDO7,Trachyphonus vaillantii,Sub Assembly,0MIDDS8,JZW5L5M,Unreleased,82,XX934358Z1,Axis axis,Sub Assembly,JZW5L5M,LJCF433,Complete,19,XO7325RBKY,Junonia genoveua,Raw Material,LJCF433
IZ767GIG18,Eunectes sp.,Finished Good,3PXAN1Z,3PXAN1Z,Released,100,UJ1902SZ74,Sula nebouxii,Sub Assembly,HLGTMOF,9ST80IY,Released,20,DH031YQ31Y,Junonia genoveua,Sub Assembly,9ST80IY,1HPG7CF,Unreleased,87,KI037SUK4W,Lycosa godeffroyi,Sub Assembly,1HPG7CF,VGG1NMK,Released,39,YA054U4CTT,Phascogale calura,Raw Material,VGG1NMK
XX842ECD1B,Eumetopias jubatus,Finished Good,YUW6G0P,YUW6G0P,Unreleased,43,AT0971JPEB,Ramphastos tucanus,Sub Assembly,GYHGIYE,IXE7OQS,Released,62,XW73487FO8,Bubo virginianus,Sub Assembly,IXE7OQS,26CS7YB,Closed,53,AY956QCMIP,Cervus canadensis,Sub Assembly,26CS7YB,5JWB2KW,Complete,30,DI839P6YVR,Suricata suricatta,Raw Material,5JWB2KW
MZ441ELE73,Ardea golieth,Finished Good,7TVVZ9M,7TVVZ9M,Complete,85,ZO213ADVAL,Eubalaena australis,Sub Assembly,ELVJQ9P,63ZQXBU,Complete,1,WR515MRIQX,Fregata magnificans,Sub Assembly,63ZQXBU,AMG6DYZ,Unreleased,47,EK529QLPZ5,Iguana iguana,Sub Assembly,AMG6DYZ,CUFTTU6,Complete,38,WO3433NPHU,Tenrec ecaudatus,Raw Material,CUFTTU6
ItemNumber,ItemDescription,Finished Good,2X1LN60,2X1LN60,Released,37,FU119WGN5I,Cynictis penicillata,Sub Assembly,TS957J0,C6KZDTB,Complete,6,DW699P5QVC,Pelecans onocratalus,Sub Assembly,C6KZDTB,66QAF3F,Complete,66,HZ97225IIJ,Myrmecophaga tridactyla,Sub Assembly,66QAF3F,4PWVA1H,Closed,32,RD502F4FW4,Mephitis mephitis,Raw Material,4PWVA1H
UL669134MZ,unavailable,Finished Good,TNPVYLW,TNPVYLW,Closed,31,GN1077TGK9,Boa constrictor mexicana,Sub Assembly,JIUWQMR,LTKXU9M,Released,74,AJ650FB45L,Alcelaphus buselaphus caama,Sub Assembly,LTKXU9M,NF1TBO4,Unreleased,1,NM1680AACN,Anas bahamensis,Sub Assembly,NF1TBO4,AMCQOXS,Closed,6,UV7291XGEN,Neophoca cinerea,Raw Material,AMCQOXS
IZ767GIG18,Eunectes sp.,Finished Good,ULZK6I7,ULZK6I7,Complete,46,NL479YC3PM,Macropus agilis,Sub Assembly,SOOSTY3,UUZRA9N,Complete,5,TR723MA1YJ,Platalea leucordia,Sub Assembly,UUZRA9N,BALUPNH,Unreleased,20,SD292L8LS3,Meleagris gallopavo,Sub Assembly,BALUPNH,GSLXCE1,Closed,49,ZQ9821IYV1,Manouria emys,Raw Material,GSLXCE1
XX842ECD1B,Eumetopias jubatus,Finished Good,QOQ5H66,QOQ5H66,Closed,81,IX83928QKZ,Genetta genetta,Sub Assembly,Z8ABS9C,VDX0SY6,Complete,32,GM908GVWQ5,Choloepus hoffmani,Sub Assembly,VDX0SY6,D1YDTHA,Closed,56,IO653QF8SB,Felis caracal,Sub Assembly,D1YDTHA,HU7B1C1,Unreleased,35,GY352C4BO2,Rhea americana,Raw Material,HU7B1C1
MZ441ELE73,Ardea golieth,Finished Good,VRMHXNU,VRMHXNU,Released,49,MU581HY914,Cereopsis novaehollandiae,Sub Assembly,E6X10SH,BK87UQF,Complete,89,WM417NWVWW,Vombatus ursinus,Sub Assembly,BK87UQF,NUSC90O,Released,12,QV284F8GIC,Psophia viridis,Sub Assembly,NUSC90O,XI1QTKE,Unreleased,22,HI495FCT6Z,Butorides striatus,Raw Material,XI1QTKE
VG5951YMIZ,Phalacrocorax carbo,Finished Good,YJHA5M4,YJHA5M4,Complete,87,ZT17074KDS,Neophron percnopterus,Sub Assembly,DXYACM4,PTQW50W,Unreleased,67,YQ530V4QMY,Terrapene carolina,Sub Assembly,PTQW50W,XMQ3NYH,Unreleased,27,OC585W9D84,Eumetopias jubatus,Sub Assembly,XMQ3NYH,LX3NBM2,Complete,41,OJ371PAWQ1,Varanus sp.,Raw Material,LX3NBM2
UL669134MZ,unavailable,Finished Good,F65QH0E,F65QH0E,Closed,26,HI221W99HA,Manouria emys,Sub Assembly,4UQ52GO,J7KFFAN,Unreleased,34,MG684CDYQL,Papio ursinus,Sub Assembly,J7KFFAN,KXSZGOU,Closed,76,LL091ATGMR,Trichosurus vulpecula,Sub Assembly,KXSZGOU,GJVHRRT,Released,82,CY459W7E51,Choriotis kori,Raw Material,GJVHRRT
IZ767GIG18,Eunectes sp.,Finished Good,YWMQMRN,YWMQMRN,Complete,7,TW138D0O1G,Toxostoma curvirostre,Sub Assembly,P6UT0D1,OL6LQ28,Unreleased,57,SD943E74A0,Castor canadensis,Sub Assembly,OL6LQ28,L59B6V9,Unreleased,38,UR747UXNUW,Streptopelia senegalensis,Sub Assembly,L59B6V9,IQQPCY9,Closed,10,SY776SIVPR,Equus hemionus,Raw Material,IQQPCY9
XX842ECD1B,Eumetopias jubatus,Finished Good,4N72GE1,4N72GE1,Released,85,AN397S5RSI,Phalaropus fulicarius,Sub Assembly,HH18XM2,5EF7T4E,Complete,86,QX118174TB,Dusicyon thous,Sub Assembly,5EF7T4E,V4F4CG2,Unreleased,34,EI3293D0FU,Lasiorhinus latifrons,Sub Assembly,V4F4CG2,M6FCY6S,Closed,77,EL100G6XUG,Ardea cinerea,Raw Material,M6FCY6S
MZ441ELE73,Ardea golieth,Finished Good,ZTP3KFY,ZTP3KFY,Unreleased,90,QV741IG248,Haliaetus vocifer,Sub Assembly,IOTTTJ5,L1J6OQH,Closed,44,FI450JPZCV,Macropus eugenii,Sub Assembly,L1J6OQH,D9W85YN,Unreleased,65,VQ561U75SV,Libellula quadrimaculata,Sub Assembly,D9W85YN,DT2538O,Unreleased,30,RP221UCI7W,Macropus eugenii,Raw Material,DT2538O
VG5951YMIZ,Phalacrocorax carbo,Finished Good,5ZY6396,5ZY6396,Unreleased,45,IN009KUD12,Francolinus swainsonii,Sub Assembly,ZIVFG3K,NIXATV8,Closed,37,HE967K2P62,Felis wiedi or Leopardus weidi,Sub Assembly,NIXATV8,4E0JBBG,Closed,59,TF297QMMMQ,Canis lupus,Sub Assembly,4E0JBBG,OAF643V,Closed,76,AF498I6P0W,Mycteria leucocephala,Raw Material,OAF643V
UL669134MZ,unavailable,Finished Good,4PUNUHU,4PUNUHU,Closed,94,GV32235T5I,Helogale undulata,Sub Assembly,RXF86XP,GISTO66,Unreleased,23,UC95605J9C,Macropus robustus,Sub Assembly,GISTO66,8HO9Y84,Complete,58,TH529NC6LZ,Anas bahamensis,Sub Assembly,8HO9Y84,82TUKEJ,Unreleased,94,KZ451KR8GT,Alouatta seniculus,Raw Material,82TUKEJ
IZ767GIG18,Eunectes sp.,Finished Good,U3VR6LE,U3VR6LE,Complete,16,UJ1902SZ74,Sula nebouxii,Sub Assembly,G9EDV6K,7G3X5B7,Complete,40,JU321C82FC,Pycnonotus barbatus,Sub Assembly,7G3X5B7,3DN8NWR,Complete,69,TE151W98P3,Crax sp.,Sub Assembly,3DN8NWR,MVZQGPX,Complete,65,BB730NKJY7,Diceros bicornis,Raw Material,MVZQGPX
XX842ECD1B,Eumetopias jubatus,Finished Good,U4GTUEA,U4GTUEA,Unreleased,78,AT0971JPEB,Ramphastos tucanus,Sub Assembly,S9HVGXP,R4P85VL,Complete,96,ET674G0JJH,Casmerodius albus,Sub Assembly,R4P85VL,3EGAC49,Complete,56,KZ290PQILX,Haliaeetus leucocephalus,Sub Assembly,3EGAC49,K4XGO8R,Unreleased,98,BO982G797K,Martes americana,Raw Material,K4XGO8R
MZ441ELE73,Ardea golieth,Finished Good,M4AM97L,M4AM97L,Released,2,ZO213ADVAL,Eubalaena australis,Sub Assembly,8639YC3,CYTG0B3,Closed,35,QW9998X5WK,Myotis lucifugus,Sub Assembly,CYTG0B3,XTEDSDK,Unreleased,33,YT562ONJJU,Corythornis cristata,Sub Assembly,XTEDSDK,G7L63RX,Complete,38,PZ572EN4F7,Lamprotornis superbus,Raw Material,G7L63RX
ItemNumber,ItemDescription,Finished Good,6J27TSN,6J27TSN,Closed,91,FU119WGN5I,Cynictis penicillata,Sub Assembly,3CDP7UT,2BAFKZ7,Released,65,TK143QJ0LV,Trachyphonus vaillantii,Sub Assembly,2BAFKZ7,4N1U4T7,Closed,57,OC581U5LLW,Otaria flavescens,Sub Assembly,4N1U4T7,DB0CM6Q,Unreleased,97,ZF470T0OGG,Rhea americana,Raw Material,DB0CM6Q
UL669134MZ,unavailable,Finished Good,39GY6HE,39GY6HE,Closed,14,GN1077TGK9,Boa constrictor mexicana,Sub Assembly,06OUFGB,1ZI8GXF,Released,14,UA700ZHN5F,Buteo regalis,Sub Assembly,1ZI8GXF,109FY7X,Unreleased,70,UD35166Y5H,Lepus townsendii,Sub Assembly,109FY7X,M45Q5UJ,Released,45,PH106NHXIN,Sula dactylatra,Raw Material,M45Q5UJ
IZ767GIG18,Eunectes sp.,Finished Good,29NFIRL,29NFIRL,Complete,61,NL479YC3PM,Macropus agilis,Sub Assembly,BHRICY1,O1FTM22,Complete,11,TR202OHRJ8,Zosterops pallidus,Sub Assembly,O1FTM22,LTAJ1HB,Unreleased,42,EZ701Z5IE4,Plocepasser mahali,Sub Assembly,LTAJ1HB,5Y6BEWO,Unreleased,32,BY597ALN3B,Orcinus orca,Raw Material,5Y6BEWO
XX842ECD1B,Eumetopias jubatus,Finished Good,JZW5L5M,JZW5L5M,Complete,97,IX83928QKZ,Genetta genetta,Sub Assembly,LJCF433,9ZQGO1Q,Unreleased,84,RY8076ADQX,Laniarius ferrugineus,Sub Assembly,9ZQGO1Q,UT7YEMZ,Complete,3,XS587R8I53,Taxidea taxus,Sub Assembly,UT7YEMZ,0F1CRDC,Unreleased,15,JK1303D8NN,Anastomus oscitans,Raw Material,0F1CRDC
MZ441ELE73,Ardea golieth,Finished Good,1HPG7CF,1HPG7CF,Unreleased,33,MU581HY914,Cereopsis novaehollandiae,Sub Assembly,VGG1NMK,NPSFG3U,Closed,95,ZF254JDBWA,Papio cynocephalus,Sub Assembly,NPSFG3U,DE20OX0,Closed,10,WT6055IQYF,Equus hemionus,Sub Assembly,DE20OX0,0IB13PB,Complete,45,EJ321I38CH,Bubalornis niger,Raw Material,0IB13PB
VG5951YMIZ,Phalacrocorax carbo,Finished Good,26CS7YB,26CS7YB,Complete,17,ZT17074KDS,Neophron percnopterus,Sub Assembly,5JWB2KW,EV4UYNY,Released,9,HT187TM346,Melophus lathami,Sub Assembly,EV4UYNY,22D7HTO,Released,68,NP409G7T15,Dipodomys deserti,Sub Assembly,22D7HTO,Z1OXWZ0,Unreleased,14,TB356JGE4G,Dicrostonyx groenlandicus,Raw Material,Z1OXWZ0
UL669134MZ,unavailable,Finished Good,AMG6DYZ,AMG6DYZ,Closed,70,HI221W99HA,Manouria emys,Sub Assembly,CUFTTU6,W4HKMV1,Unreleased,68,AN106VMB9Z,Meleagris gallopavo,Sub Assembly,W4HKMV1,23VESH0,Unreleased,93,ZA711UPXQB,Drymarchon corias couperi,Sub Assembly,23VESH0,N1W6GEY,Closed,42,BN982DK9AM,Lepus arcticus,Raw Material,N1W6GEY
IZ767GIG18,Eunectes sp.,Finished Good,66QAF3F,66QAF3F,Complete,16,TW138D0O1G,Toxostoma curvirostre,Sub Assembly,4PWVA1H,2JAL5QK,Released,51,FF3610NQ0W,Actophilornis africanus,Sub Assembly,2JAL5QK,DBHQS5L,Unreleased,41,EQ141CID4D,Chlidonias leucopterus,Sub Assembly,DBHQS5L,FCVD5I7,Closed,49,UO6318TJM0,Madoqua kirkii,Raw Material,FCVD5I7
XX842ECD1B,Eumetopias jubatus,Finished Good,NF1TBO4,NF1TBO4,Released,56,AN397S5RSI,Phalaropus fulicarius,Sub Assembly,AMCQOXS,OAF6X8A,Complete,5,BS508XXHRD,Spermophilus richardsonii,Sub Assembly,OAF6X8A,AD8DAN7,Closed,2,DO240TGBO5,Kobus defassa,Sub Assembly,AD8DAN7,PNNBP3L,Closed,38,DT8241NCB2,Cacatua tenuirostris,Raw Material,PNNBP3L
MZ441ELE73,Ardea golieth,Finished Good,BALUPNH,BALUPNH,Closed,48,QV741IG248,Haliaetus vocifer,Sub Assembly,GSLXCE1,4YMXXSU,Closed,18,EU290A8ENU,Ovis ammon,Sub Assembly,4YMXXSU,8IV8ZQC,Closed,88,PB0421WBIP,Francolinus coqui,Sub Assembly,8IV8ZQC,DNPSSQW,Released,25,YE062YRX3I,Theropithecus gelada,Raw Material,DNPSSQW
VG5951YMIZ,Phalacrocorax carbo,Finished Good,D1YDTHA,D1YDTHA,Unreleased,89,IN009KUD12,Francolinus swainsonii,Sub Assembly,HU7B1C1,Z44V2QW,Closed,85,ES187TFWQ2,Tursiops truncatus,Sub Assembly,Z44V2QW,CFBRCA7,Unreleased,56,RE410HA06V,Columba palumbus,Sub Assembly,CFBRCA7,0DCVJ10,Released,25,HI855HLAAA,Pedetes capensis,Raw Material,0DCVJ10
